Date,time,drone,flight_number,height,temperature,windspeed,first_last ,wind_direction ,target,duration_of_look_Caliban,number_of_look_Caliban,duration_of_submerge_Caliban ,duration_of_look_Cooper,number_of_look_Cooper,duration_of_submerge_Cooper,duration_of_look_Bailey,number_of_look_Bailey,duration_of_submerge_Bailey,duration_of_look_Reef,number_of_look_Reef,duration_of_submerge_Reef,duration_of_look_Ely,number_of_look_Ely,duration_of_submerge_Ely_,duration_of_look_Juniper,number_of_look_juniper,duration_of_submerge_Juniper,duration_of_look_Brighton,number_of_look_Brighton,duration_of_submerge_Brighton_,duration_of_look_Hinson,number_of_look_hinson_,duration_of_submerge_Hinson_,duration_of_look_Marley,number_of_look_Marley,duration_of_submerge_Marley,duration_of_look_Devon,number_of_look_devon,duration_of_submerge_Devon,duration_of_look_Cirrus,number_of_look_Cirrus,duration_of_submerge_Cirrus
5/29/2022,20:00,Enterprise,7,160,75,6,,East,Ely,0,0,9.73,0,0,8.7,0,0,9.24,0,0,8.61,0,0,10,0,0,10,0,0,7.96,9.58,1,10,0,0,10,0,0,10,0,0,7.4
5/29/2022,20:00,Enterprise,7,150,75,6,,East,Ely,0,0,7.8,0,0,9.08,0,0,10,0,0,10,0,0,9.4,0,0,9.4,0,0,10,0,0,9.16,0,0,10,0,0,10,0,0,10
5/29/2022,20:00,Enterprise,7,140,75,6,,East,Ely,0,0,6.36,0,0,9.65,0,0,9.33,0,0,10,0,0,4,0,0,10,0,0,10,0,0,10,0,0,10,6.08,1,10,0,0,9.2
5/29/2022,20:00,Enterprise,7,130,75,6,,East,Ely,0,0,9.08,0,0,8.53,0,0,9.14,0,0,8.01,0,0,10,4.03,1,8.1,0,0,10,0,0,6.98,0,0,8.6,0,0,8.8,0,0,10
5/29/2022,20:00,Enterprise,7,120,75,6,,East,Ely,0,0,10,0,0,8.48,0,0,9.76,0,0,10,0,0,9.38,0,0,10,0,0,8.8,0,0,8.49,0,0,10,0,0,10,0,0,10
5/29/2022,20:00,Enterprise,7,110,75,6,,East,Ely,0,0,8.41,0,0,10,0,0,8.7,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.3,0,0,10,0,0,10,0,0,10
5/29/2022,20:00,Enterprise,7,100,75,6,,East,Ely,0,0,10,0,0,9.58,0,0,10,0,0,10,0,0,7.18,0,0,10,0,0,8.2,0,0,8.9,0,0,10,0,0,0,0,0,10
5/29/2022,20:00,Enterprise,7,90,75,6,,East,Ely,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.1,0,0,10,0,0,10,0,0,10,0,0,6.8,0,0,9.9
5/29/2022,20:00,Enterprise,7,80,75,6,,East,Ely,0,0,10,0,0,10,,,,,,,0,0,7.55,0,0,8.1,0,0,8.51,0,0,7.05,,,,,,,0,0,1.76
5/29/2022,20:00,Enterprise,7,70,75,6,,East,Ely,0,0,10,0,0,10,,,,,,,0,0,10,0,0,9.78,0,0,10,0,0,3.58,,,,,,,0,0,6.36
5/29/2022,20:00,Enterprise,7,60,75,6,,East,Ely,0,0,10,2.83,1,10,,,,,,,0,0,10,0.46,1,10,0,0,10,0,0,9.8,,,,,,,0,0,7.81
5/29/2022,20:00,Enterprise,7,50,75,6,,East,Ely,0,0,10,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,0,0,10
5/29/2022,20:00,Enterprise,7,40,75,6,,East,Ely,,,,,,,,,,,,,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,
5/29/2022,20:00,Enterprise,7,30,75,6,,East,Ely,,,,,,,,,,,,,0.65,1,0,0,0,10,0,0,10,0,0,10,,,,,,,,,
5/29/2022,20:00,Enterprise,7,20,75,6,,East,Ely,,,,,,,,,,,,,2.7,1,2.03,1.5,1,10,6.67,1,10,6.68,1,10,,,,,,,,,
5/30/2022,6:00,Enterprise,8,300,70,5,,West,Juniper,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9,1.43,1,10,0,0,10,0,0,9.8,0,0,10,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,290,70,5,,West,Juniper,0,0,10,0,0,10,0,0,10,0,0,7.08,0,0,10,0,0,9.89,1.21,1,10,5.53,1,10,0,0,10,0,0,7.71,0,0,8.03
5/30/2022,6:00,Enterprise,8,280,70,5,,West,Juniper,0,0,3.38,11,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.6,0,0,9.01,2.2,1,4.1
5/30/2022,6:00,Enterprise,8,270,70,5,,West,Juniper,0,0,10,0,0,0,0,0,10,0,0,4.73,0,0,8.41,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,260,70,5,,West,Juniper,0,0,10,0,0,10,2.75,1,10,7.5,1,10,1.85,1,10,1.35,1,9.55,0,0,10,3.02,1,10,0,0,10,0,0,10,0,0,8.35
5/30/2022,6:00,Enterprise,8,250,70,5,,West,Juniper,4.89,1,10,0,0,10,4.43,1,10,2.95,1,10,3.38,1,10,0,0,10,0,0,9.9,0,0,9.91,0,0,10,0,0,8.73,0,0,10
5/30/2022,6:00,Enterprise,8,240,70,5,,West,Juniper,0,0,10,0,0,10,4.99,1,10,5.2,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.4,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,230,70,5,,West,Juniper,0,0,10,3.43,1,10,0,0,5.18,0,0,10,0,0,8.75,0,0,10,3.98,1,10,3.91,1,10,0,0,10,0,0,10,0,0,7.65
5/30/2022,6:00,Enterprise,8,220,70,5,,West,Juniper,0,0,9.1,0,0,10,0,0,0,0,0,5.06,0,0,8.31,0,0,10,3.03,1,9.1,0,0,9.91,0,0,10,0,0,8.53,6.03,1,10
5/30/2022,6:00,Enterprise,8,210,70,5,,West,Juniper,0,0,9.9,0,0,0.48,0,0,3.2,0,0,5.07,0,0,10,0,0,10,4.63,1,9.66,0,0,10,0,0,10,0,0,0,0,0,5.85
5/30/2022,6:00,Enterprise,8,200,70,5,,West,Juniper,0,0,10,0,0,9.42,0,0,10,0,0,8.44,4.5,1,8.01,3.53,1,10,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,190,70,5,,West,Juniper,0,0,10,1.98,1,10,0,0,0,0,0,8.3,0,0,10,0,0,10,6.21,2,7.1,0,0,9.1,8.63,1,0,3.95,1,10,0,0,8.7
5/30/2022,6:00,Enterprise,8,180,70,5,,West,Juniper,0,0,10,1.03,1,10,0,0,5.56,0,0,10,0,0,10,0,0,10,0,0,6.3,0,1,10,0,0,10,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,170,70,5,,West,Juniper,0,0,0,0,0,10,0,0,10,3.88,1,10,0,0,10,0,0,10,0,0,8.78,0,0,10,0,0,10,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,160,70,5,,West,Juniper,0,0,10,0,0,0,0,0,10,0,0,8.25,0,0,10,0,0,10,7,1,10,5.88,1,9.4,0,0,10,0,0,10,0,0,10
5/30/2022,6:00,Enterprise,8,150,70,5,,West,Juniper,4.68,1,10,2.95,1,10,0,0,7,0,0,9.9,0,0,9.7,0,0,8.12,11.28,1,8.63,9.99,2,10,0,0,9.02,0,0,6.58,0,0,10
5/30/2022,6:00,Enterprise,8,140,70,5,,West,Juniper,0,0,2.38,0,0,10,0,0,7.7,0,0,10,3,1,6.86,0,0,9.15,12.86,1,10,4.91,1,8.9,2.66,1,8.28,0,0,10,0,0,0
5/30/2022,6:00,Enterprise,8,130,70,5,,West,Juniper,5.56,1,10,0,0,10,0,0,8.33,0,0,10,0,0,9.56,0,0,8.89,0,0,10,0,0,8.6,1.86,1,10,3.26,1,9.13,0,0,10
5/30/2022,6:00,Enterprise,8,120,70,5,,West,Juniper,0,0,10,0,0,10,0,0,9.78,0,0,9.6,0,0,8.76,0,0,10,9.3,1,7.18,2.86,1,8.99,0,0,5.35,5.31,1,9.85,0,0,0
5/30/2022,6:00,Enterprise,8,110,70,5,,West,Juniper,0,0,10,0,0,10,0,0,10,0,0,10,4.1,1,10,0,0,10,0,0,10,0,0,10,0,0,8.56,0,0,10,5.53,1,10
5/30/2022,6:00,Enterprise,8,100,70,5,,West,Juniper,0,0,10,0,0,9.25,0,0,8.5,0,0,10,4.66,1,10,0.65,1,10,0,0,10,0,0,10,0,0,8.56,0,0,9.06,0,0,10
5/30/2022,6:00,Enterprise,8,90,70,5,,West,Juniper,9.28,1,10,0,0,10,0,0,10,4.55,1,9.6,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,8.2,1,10,0,0,8.06
5/30/2022,6:00,Enterprise,8,80,70,5,,West,Juniper,10.91,1,10,4.98,1,9.5,0,0,8.9,0,0,10,11.68,1,8.1,0,0,10,11.25,1,10,15.25,1,10,7.1,1,10,0.65,1,10,2.9,1,10
5/30/2022,6:00,Enterprise,8,70,70,5,,West,Juniper,3.36,1,8.21,5.11,1,8.39,,,,,,,9.22,1,10,0,0,10,0,0,10,2.29,1,10,,,,,,,0,0,10
5/30/2022,6:00,Enterprise,8,60,70,5,,West,Juniper,0,0,9.1,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,
5/30/2022,6:00,Enterprise,8,50,70,5,,West,Juniper,2.03,1,9.29,2.75,1,8.87,,,,,,,8.56,2,10,0,0,10,14.9,2,9.05,18.51,2,10,,,,,,,,,
5/30/2022,6:00,Enterprise,8,40,70,5,,West,Juniper,,,,,,,,,,,,,0,0,10,0,0,9.23,5.5,1,10,14.41,1,10,,,,,,,,,
5/30/2022,6:00,Enterprise,8,30,70,5,,West,Juniper,,,,,,,,,,,,,7.95,1,10,0,0,10,5.11,1,10,5.12,1,8.98,,,,,,,,,
5/30/2022,6:00,Enterprise,8,20,70,5,,West,Juniper,,,,,,,,,,,,,18.95,1,10,12.53,3,10,8.81,1,10,8.81,1,10,,,,,,,,,
5/30/2022,20:00,Enterprise,9,300,75,6,,East,Devon,4.58,1,7.99,0,0,10,0,0,10,0,0,0,0,0,10,10.83,2,10,0,0,10,0,0,10,0,0,0.95,0,0,10,0,0,10
5/30/2022,20:00,Enterprise,9,290,75,6,,East,Devon,0,0,7.15,0,0,9.55,0,0,10,0,0,10,0,0,8.15,0,0,6.83,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10
5/30/2022,20:00,Enterprise,9,280,75,6,,East,Devon,0,0,10,0,0,10,0,0,10,0,0,8.86,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/30/2022,20:00,Enterprise,9,270,75,6,,East,Devon,0,0,7.68,0,0,7.56,0,0,10,0,0,10,0,0,10,0,0,10,0,0,7.13,0,0,8.68,3.98,1,8.3,0,0,10,0,0,7.08
5/30/2022,20:00,Enterprise,9,260,75,6,,East,Devon,0,0,10,0,0,10,6.03,1,8.8,0,0,10,0,0,10,6.26,1,7.25,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/30/2022,20:00,Enterprise,9,250,75,6,,East,Devon,0,0,10,0,0,10,0,0,4.5,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,5.81,1,9.03,0,0,7.55,0,0,2.1
5/30/2022,20:00,Enterprise,9,240,75,6,,East,Devon,0,0,10,0,0,10,0,0,0,1.98,1,3.1,0,0,0,0,0,0,0,0,9.42,0,0,5.06,0,0,10,0,0,8.8,0,0,0
5/30/2022,20:00,Enterprise,9,230,75,6,,East,Devon,0,0,10,0,0,10,0,0,0,0,0,10,0,0,106.13,0,0,9.26,0,0,9.43,0,0,8.9,0,0,8,0,0,10,0,0,0
5/30/2022,20:00,Enterprise,9,220,75,6,,East,Devon,0,0,10,0,0,10,0,0,0,0,0,8.56,0,0,7.88,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.6
5/30/2022,20:00,Enterprise,9,210,75,6,,East,Devon,0,0,10,0,0,8.58,0,0,3.88,7.23,1,5.71,0,0,10,4.83,1,10,0,0,10,0,0,10,0,0,10,0,0,9.6,0,0,9.24
5/30/2022,20:00,Enterprise,9,200,75,6,,East,Devon,0,0,7.92,0,0,9.6,0,0,3.03,0,0,4.05,0,0,10,0,0,2.63,0,0,10,0,0,10,0,0,8.93,0,0,10,0,0,6.58
5/30/2022,20:00,Enterprise,9,190,75,6,,East,Devon,0,0,9.21,0,0,9.61,3.53,1,10,0,0,6.7,0,0,0,0,0,0,0,0,8.06,0,0,8.8,0,0,10,0,0,10,0,0,8.41
5/30/2022,20:00,Enterprise,9,180,75,6,,East,Devon,0,0,10,0,0,8.83,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,8.27,0,0,8.67,13.23,1,10,0,0,10
5/30/2022,20:00,Enterprise,9,170,75,6,,East,Devon,3.1,1,9.25,0,0,10,0,0,10,0,0,0,0,0,7.97,0,0,10,0,0,8.02,0,0,10,0,0,10,0,0,7.83,0,0,10
5/30/2022,20:00,Enterprise,9,160,75,6,,East,Devon,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0,3.25,1,10,0,0,10,0,0,8.33,0,0,10,0,0,7.61,0,0,10
5/30/2022,20:00,Enterprise,9,150,75,6,,East,Devon,0,0,10,0,0,10,8.43,1,7.6,0,0,4.61,0,0,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0.81
5/30/2022,20:00,Enterprise,9,140,75,6,,East,Devon,0,0,10,0,0,8.28,4.8,1,9.1,0,0,8.8,0,0,3.23,0,0,7.92,0,0,0.98,0,0,0,0,0,8.98,0,0,10,0,0,2.99
5/30/2022,20:00,Enterprise,9,130,75,6,,East,Devon,0,0,7.29,0,0,10,0,0,8.4,0,0,10,0,0,10,0,0,9.4,0,0,5.5,0,0,0,0,0,0,0,0,3.66,0,0,10
5/30/2022,20:00,Enterprise,9,120,75,6,,East,Devon,0,0,10,0,0,10,0,0,10,0,0,8.72,0,0,10,0,0,10,0,0,8.86,0,0,5.58,0,0,10,0,0,6.21,0,0,10
5/30/2022,20:00,Enterprise,9,110,75,6,,East,Devon,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.73,0,0,10,0,0,8.6,1.7,1,10,0,0,7.55,8.18,1,10
5/30/2022,20:00,Enterprise,9,100,75,6,,East,Devon,0,0,10,0,0,10,0,0,8.9,4.56,1,10,0,0,10,0,0,9.05,0,0,10,0,0,10,0,0,10,0,0,10,0,0,7.55
5/30/2022,20:00,Enterprise,9,90,75,6,,East,Devon,,,,,,,0,0,10,5.58,1,10,0,0,10,0,0,4.76,0,0,10,0,0,10,0,0,10,0,0,8.43,0,0,10
5/30/2022,20:00,Enterprise,9,80,75,6,,East,Devon,,,,,,,,,,,,,0,0,1.43,0,0,6.06,0,0,10,0,0,10,0,0,8.45,0,0,8.13,0,0,10
5/30/2022,20:00,Enterprise,9,70,75,6,,East,Devon,,,,,,,0,0,8.38,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10,0,0,10,,,
5/30/2022,20:00,Enterprise,9,60,75,6,,East,Devon,,,,,,,0,0,10,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10,0,0,10,,,
5/30/2022,20:00,Enterprise,9,50,75,6,,East,Devon,,,,,,,,,,,,,,,,,,,0,0,10,0,0,,0,0,0.68,7.55,4,8.8,,,
5/30/2022,20:00,Enterprise,9,40,75,6,,East,Devon,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1,10,30.4,3,9.43,,,
5/31/2022,6:00,Mini 2,8,300,70,5,,West,Devon,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.9,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,290,70,5,,West,Devon,0,0,10,0,0,0,0,0,8.33,0,0,10,0,0,7.88,0,0,10,0,0,10,0,0,0,0,0,3.99,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,280,70,5,,West,Devon,0,0,10,0,0,0,0,0,10,0,0,10,2.88,1,10,0,0,8.4,0,0,10,0,0,2.91,0,0,0,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,270,70,5,,West,Devon,0,0,10,0,0,0,0,0,5.15,0,0,1.53,0,0,7.2,0,0,0,0,0,5.65,0,0,7.65,0,0,5.15,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,260,70,5,,West,Devon,0,0,3.53,0,0,8.1,0,0,10,0,0,0,3.1,1,10,0,0,0,0,0,0,0,0,10,15.23,1,10,0,0,10,0,0,1.61
5/31/2022,6:00,Mini 2,8,250,70,5,,West,Devon,2.78,1,10,9.78,1,10,0,0,3.43,0,0,10,11.55,1,3.21,0,0,2.6,0,0,0,1.71,1,10,17.1,1,10,0,0,10,0,0,0
5/31/2022,6:00,Mini 2,8,240,70,5,,West,Devon,0,0,7.43,0,0,0,0,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0
5/31/2022,6:00,Mini 2,8,230,70,5,,West,Devon,2.41,1,0.83,0,0,9.05,0,0,10,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10,3.55,1,10,0,0,10,0,0,0
5/31/2022,6:00,Mini 2,8,220,70,5,,West,Devon,0,0,0,0,0,8.96,0,0,8.8,0,0,8.73,3.35,1,5.46,0,0,10,0,0,10,0,0,4.46,6.41,1,10,0,0,10,0,0,0
5/31/2022,6:00,Mini 2,8,210,70,5,,West,Devon,1.63,1,10,0,0,10,0,0,10,0,0,8.98,0,0,10,0,0,10,0,0,8.75,0,0,3.46,0,0,10,0,0,8.76,0,0,7.6
5/31/2022,6:00,Mini 2,8,200,70,5,,West,Devon,1.95,1,10,0,0,10,2.36,1,10,0,0,20,0,0,10,0,0,10,0,0,10,0,0,10,0,0,2.05,0,0,8.31,0,0,10
5/31/2022,6:00,Mini 2,8,190,70,5,,West,Devon,0,0,7.4,0,0,10,0,0,10,0,0,9.1,7.4,1,10,0,0,10,0,0,10,6.12,1,8.96,0,0,10,0,0,10,0,0,9.37
5/31/2022,6:00,Mini 2,8,180,70,5,,West,Devon,0,0,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8.75,6.98,1,10,0,0,7.7,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,170,70,5,,West,Devon,0,0,10,0,0,10,0,0,5.85,0,0,10,0,0,3.33,0,0,0,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,160,70,5,,West,Devon,0,0,10,0,0,10,0,0,0,0,0,10,0,0,4.93,0,0,0,0,0,10,0,0,10,0,0,0,0,0,3.63,0,0,10
5/31/2022,6:00,Mini 2,8,150,70,5,,West,Devon,7.28,1,10,7.1,1,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,8.1,0,0,4.66,0,0,10
5/31/2022,6:00,Mini 2,8,140,70,5,,West,Devon,0,0,8.66,0,0,8.76,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,4.45,1,8.74,0,0,5.05,0,0,10
5/31/2022,6:00,Mini 2,8,130,70,5,,West,Devon,0,0,10,0,0,10,0,0,2.1,0,0,10,0,0,1.8,0,0,0,0,0,10,0,0,10,7.62,1,10,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,120,70,5,,West,Devon,2.73,1,10,0,0,10,0,0,8.36,0,0,10,0,0,10,0,0,10,0,0,8.22,0,0,10,0,0,10,0,0,10,0,0,10
5/31/2022,6:00,Mini 2,8,110,70,5,,West,Devon,,,,,,,0,0,10,0,0,10,2.9,1,10,0,0,10,0,0,0,0,0,8.31,0,0,10,0,0,10,2.33,1,10
5/31/2022,6:00,Mini 2,8,100,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,0,0,10,6.54,1,10,,,
5/31/2022,6:00,Mini 2,8,90,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,6.75,0,0,10,0,0,10,0,0,10,,,
5/31/2022,6:00,Mini 2,8,80,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,8.58,0,0,8.88,0,0,10,0,0,8.13,,,
5/31/2022,6:00,Mini 2,8,70,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,10,0,0,10,3.35,1,10,0,0,10,,,
5/31/2022,6:00,Mini 2,8,60,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,10,0,0,10,0,0,8.6,0,0,10,,,
5/31/2022,6:00,Mini 2,8,50,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,8.05,0,0,10,0,0,2.15,0,0,10,,,
5/31/2022,6:00,Mini 2,8,40,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,0,0,10,0,0,10,0,0,10,0,0,0.5,,,
5/31/2022,6:00,Mini 2,8,30,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,5.01,1,10,5.03,1,10,12.56,2,10,8.77,1,6.58,,,
5/31/2022,6:00,Mini 2,8,20,70,5,,West,Devon,,,,,,,,,,,,,,,,,,,,,,,,,4.64,1,10,18.4,1,10,,,
5/31/2022,20:00,Mini 2,9,300,75,10,,East,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.24,0,0,0,0,0,8.84,0,0,8.16,0,0,10,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,290,75,10,,East,Bailey,0,0,10,0,0,10,0,0,7.78,2.36,1,10,0,0,8.88,0,0,10,0,0,10,0,0,10,0,0,7.6,0,0,9.3,0,0,0
5/31/2022,20:00,Mini 2,9,280,75,10,,East,Bailey,0,0,1.1,0,0,8.24,0,0,10,0,0,10,0,0,8.91,0,0,10,0,0,7.86,0,0,8.61,0,0,8.1,0,0,10,0,0,0
5/31/2022,20:00,Mini 2,9,270,75,10,,East,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.6,0,0,10,0,0,10,0,0,8.45
5/31/2022,20:00,Mini 2,9,260,75,10,,East,Bailey,1.05,1,10,0,0,10,0,0,4.87,0,0,10,0,0,8.62,0,0,9.45,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,250,75,10,,East,Bailey,0,0,9.27,0,0,9.18,0,0,7.45,0,0,9.5,4.99,1,10,4.98,1,10,0,0,8.13,0,0,8.9,0,0,10,0,0,0,0,0,10
5/31/2022,20:00,Mini 2,9,240,75,10,,East,Bailey,0,0,10,0,0,10,0,0,6.21,1.18,1,5.96,0,0,10,0,0,10,0,0,9.38,0,0,8.56,0,0,10,0,0,0,0,0,10
5/31/2022,20:00,Mini 2,9,230,75,10,,East,Bailey,0,0,10,0,0,10,0,0,6.09,1.5,1,3.45,0,0,10,0,0,10,0,0,10,0,0,10,0,0,4.48,0,0,10,0,0,8.9
5/31/2022,20:00,Mini 2,9,220,75,10,,East,Bailey,0,0,10,0,0,10,0,0,9.22,0,0,10,0,0,8.86,0,0,10,0,0,10,0,0,10,0,0,0,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,210,75,10,,East,Bailey,0,0,8.2,0,0,10,0,0,7.23,0,0,10,0,0,6.83,0,0,9.1,0,0,8.61,0,0,9.1,0,0,8.41,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,200,75,10,,East,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,190,75,10,,East,Bailey,0,0,10,0,0,8.6,0,0,9.34,0,0,10,0,0,10,0,0,8.1,0,0,10,0,0,10,0,0,10,0,0,8.71,0,0,8.9
5/31/2022,20:00,Mini 2,9,180,75,10,,East,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.56,0,0,0,0,0,8.81,0,0,9.1,0,0,7.5,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,170,75,10,,East,Bailey,6.93,1,10,0,0,10,0,0,10,0,0,3.45,0,0,8.39,0,0,0,0,0,8.61,0,0,10,0,0,0.93,0,0,8.28,0,0,10
5/31/2022,20:00,Mini 2,9,160,75,10,,East,Bailey,0,0,8.69,0,0,9.36,0,0,9.04,0,0,10,0,0,2.31,0,0,9.5,0,0,10,0,0,10,0,0,9.01,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,150,75,10,,East,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,0,9.45,0,0,7.55,0,0,10,1.86,1,10,0,0,10
5/31/2022,20:00,Mini 2,9,140,75,10,,East,Bailey,0,0,8.9,0,0,8.69,0,0,9.23,0,0,10,0,0,9.1,0,0,10,0,0,10,0,0,8.45,0,0,8.39,1.95,1,10,0,0,10
5/31/2022,20:00,Mini 2,9,130,75,10,,East,Bailey,0,0,8.23,0,0,10,0,0,10,4.73,1,10,0,0,10,0,0,10,0,0,7.43,0,0,10,0,0,10,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,120,75,10,,East,Bailey,3.4,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.21,0,0,10,0,0,10,0,0,10
5/31/2022,20:00,Mini 2,9,110,75,10,,East,Bailey,0,0,9.8,0,0,10,0,0,9.97,0,0,9.83,0,0,7.01,0,0,10,0,0,10,0,0,8.83,0,0,7.86,0,0,9.72,0,0,10
5/31/2022,20:00,Mini 2,9,100,75,10,,East,Bailey,,,,,,,0,0,0.56,0,0,8.36,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,0,7.7
5/31/2022,20:00,Mini 2,9,90,75,10,,East,Bailey,,,,,,,0,0,3.13,1.21,1,10,0,0,10,0,0,10,,,,,,,0,0,10,0,0,0,0,0,10
5/31/2022,20:00,Mini 2,9,80,75,10,,East,Bailey,5.55,1,10,0,0,10,0,0,5.05,0,0,10,,,,,,,,,,,,,,,,0,0,0,0,0,0
5/31/2022,20:00,Mini 2,9,70,75,10,,East,Bailey,,,,,,,0,0,5.13,0,0,10,,,,,,,,,,,,,,,,0,0,10,,,
5/31/2022,20:00,Mini 2,9,60,75,10,,East,Bailey,,,,,,,0,0,8.46,0,0,10,,,,,,,,,,,,,,,,0,0,8.23,,,
5/31/2022,20:00,Mini 2,9,50,75,10,,East,Bailey,,,,,,,0,0,8.23,0,0,10,,,,,,,,,,,,,,,,0,0,0,,,
5/31/2022,20:00,Mini 2,9,40,75,10,,East,Bailey,,,,,,,0,0,8.15,0,0,10,,,,,,,,,,,,,,,,0,0,0,,,
5/31/2022,20:00,Mini 2,9,30,75,10,,East,Bailey,,,,,,,0,0,10,0,0,10,,,,,,,,,,,,,,,,0,0,0,,,
5/31/2022,20:00,Mini 2,9,20,75,10,,East,Bailey,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
6/1/2022,20:00,Enterprise,10,300,75,16,,Southeast,Ely,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.45,0,0,9.6,0,0,8.7,0,0,10,0,0,9.1,0,0,0,0,0,0
6/1/2022,20:00,Enterprise,10,290,75,16,,Southeast,Ely,0,0,7.71,0,0,8.9,0,0,10,0,0,10,0,0,9.77,0,0,8.7,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0
6/1/2022,20:00,Enterprise,10,280,75,16,,Southeast,Ely,0,0,10,1.31,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0
6/1/2022,20:00,Enterprise,10,270,75,16,,Southeast,Ely,0,0,10,0,0,10,0,0,10,0,0,8.46,0,0,9.33,0,0,8.03,0,0,2.26,0,0,8.88,0,0,5.03,0,0,0,0,0,0
