Date,time,drone,flight_number,height,temperature,windspeed,first_last ,wind_direction ,target,duration_of_look_Caliban,number_of_look_Caliban,duration_of_submerge_Caliban ,duration_of_look_Cooper,number_of_look_Cooper,duration_of_submerge_Cooper,duration_of_look_Bailey,number_of_look_Bailey,duration_of_submerge_Bailey,duration_of_look_Reef,number_of_look_Reef,duration_of_submerge_Reef,duration_of_look_Ely,number_of_look_Ely,duration_of_submerge_Ely_,duration_of_look_Juniper,number_of_look_juniper,duration_of_submerge_Juniper,duration_of_look_Brighton,number_of_look_Brighton,duration_of_submerge_Brighton_,duration_of_look_Hinson,number_of_look_hinson_,duration_of_submerge_Hinson_,duration_of_look_Marley,number_of_look_Marley,duration_of_submerge_Marley,duration_of_look_Devon,number_of_look_devon,duration_of_submerge_Devon,duration_of_look_Cirrus,number_of_look_Cirrus,duration_of_submerge_Cirrus
3/6/2022,12:00,Mini 2,1,200,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,9.4,0,0,10,0,0,10,0,0,8.01,0,0,10,1.55,1,10,0,0,9.55,0,0,8.56,0,0,10
3/6/2022,12:00,Mini 2,1,190,65,12,1,West,Bailey,0,0,9.8,0,0,10,0,0,10,0,0,10,0,0,10,7.25,1,8.23,0,0,10,4.73,1,8.68,0,0,10,0,0,10,0,0,7.13
3/6/2022,12:00,Mini 2,1,180,65,12,1,West,Bailey,0,0,9.7,0,0,10,0,0,9.6,0,0,10,0,0,9.55,0,0,10,0,0,10,0,0,10,0,0,9.06,0,0,10,0,0,10
3/6/2022,12:00,Mini 2,1,170,65,12,1,West,Bailey,2.2,1,1.78,5.74,1,8.83,0,0,10,2.46,1,7.55,0,0,8.49,0,0,6.99,0,0,7.1,0,0,9.59,0,0,9.93,0,0,10,0,0,10
3/6/2022,12:00,Mini 2,1,160,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,9.3,0,0,9.29,2.03,1,4.63,0,0,7.99,0,0,10,0,0,68.86,0,0,10,0,0,8.46,0,0,10
3/6/2022,12:00,Mini 2,1,150,65,12,1,West,Bailey,0,0,6.8,6.7,1,7.64,0,0,8.63,0,0,10,0,0,10,0,0,8.53,0,0,10,0,0,10,0,0,10,0,0,10,0,0,2.41
3/6/2022,12:00,Mini 2,1,140,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,10,0,0,9.76,0,0,8.1,0,0,8.99,0,0,9.01,0,0,10,0,0,10,0,0,7.61,0,0,8.41
3/6/2022,12:00,Mini 2,1,130,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,10,1.55,1,10,0,0,10,0,0,8.1,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.41
3/6/2022,12:00,Mini 2,1,120,65,12,1,West,Bailey,0,0,2.8,0,0,7.05,0,0,9.26,0,0,6.95,0,0,10,0,0,10,0,0,9.1,0,0,7.52,0,0,10,0,0,8.61,0,0,10
3/6/2022,12:00,Mini 2,1,110,65,12,1,West,Bailey,0,0,8.81,0,0,7.81,0,0,9.2,0,0,10,0,0,9.85,0,0,9.46,0,0,8.86,0,0,7.76,0,0,10,0,0,9.8,0,0,6.74
3/6/2022,12:00,Mini 2,1,100,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,5.83,3.6,1,7.99,0,0,8.96,0,0,10,0,0,8.68,0,0,10,0,0,9.1,0,0,10,0,0,10
3/6/2022,12:00,Mini 2,1,90,65,12,1,West,Bailey,0,0,10,0,0,10,5.52,1,9.08,0,0,10,0,0,8.75,0,0,9.66,0,0,8.92,0,0,8.7,2.38,1,4.48,8.45,1,4.16,0,0,7.89
3/6/2022,12:00,Mini 2,1,80,65,12,1,West,Bailey,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.01,0,0,8.35,0,0,10
3/6/2022,12:00,Mini 2,1,70,65,12,1,West,Bailey,,,,,,,0,0,9.2,2.56,1,8.77,,,,,,,,,,,,,0,0,10,0,0,9.64,,,
3/6/2022,12:00,Mini 2,1,60,65,12,1,West,Bailey,,,,,,,0,0,10,0,0,10,,,,,,,,,,,,,0,0,10,0,0,9.88,,,
3/6/2022,12:00,Mini 2,1,50,65,12,1,West,Bailey,,,,,,,0,0,10,0,0,10,,,,,,,,,,,,,0,0,10,0,0,10,,,
3/6/2022,12:00,Mini 2,1,40,65,12,1,West,Bailey,,,,,,,0,0,10,0,0,10,,,,,,,,,,,,,0,0,10,0,0,10,,,
3/7/2022,7:00,Enterprise ,1,200,67,8,1,North ,Caliban ,0,0,9.07,1.51,1,10,0,0,10,0,0,10,0,0,8.6,2.5,1,7.2,0,0,10,0,0,9.31,2.61,1,10,0,0,10,0,0,0
3/7/2022,7:00,Enterprise ,1,190,67,8,1,North ,Caliban ,6.85,1,10,0,0,10,6.04,1,7.65,0,0,10,0,0,9.18,3.88,1,7.55,5.85,1,10,6.79,2,6.81,0,0,10,0,0,7.78,0,0,0
3/7/2022,7:00,Enterprise ,1,180,67,8,1,North ,Caliban ,0,0,7.8,0,0,8.81,0,0,10,1.81,1,8.35,0,0,9.2,1.15,1,8.18,0,0,10,0,0,9.9,0,0,10,0,0,10,0,0,0
3/7/2022,7:00,Enterprise ,1,170,67,8,1,North ,Caliban ,0,0,10,0,0,10,0,0,10,,0,9.76,0,0,10,0,0,10,5.46,1,10,0,0,8.98,0,0,10,0,0,10,0,0,0
3/7/2022,7:00,Enterprise ,1,160,67,8,1,North ,Caliban ,3.31,1,10,1.8,1,10,0,0,10,1.7,1,8.5,4.61,1,0.53,13.34,2,0,4.66,1,7.9,4.03,1,10,4.86,1,10,8.08,1,9.89,1.18,1,0
3/7/2022,7:00,Enterprise ,1,150,67,8,1,North ,Caliban ,1.78,1,10,2.68,1,10,0,0,10,1.1,1,10,0,0,9.11,8.61,2,0,4.96,2,7.58,3.38,1,4.63,0,0,10,0,0,9.3,0,0,10
3/7/2022,7:00,Enterprise ,1,140,67,8,1,North ,Caliban ,2.25,1,10,1.58,1,10,0,0,10,0,0,10,14.82,2,10,0,0,10,4.32,1,9.16,0,0,3.4,15.1,2,9.1,0,0,10,0,0,10
3/7/2022,16:45,Mini 2,2,200,68,8,,North,Reef,0,0,10,0,0,10,0,0,9.51,0,0,10,4.18,1,10,4.19,1,5.61,0,0,0,0,0,9.1,0,0,10,0,0,10,0,0,10
3/7/2022,16:45,Mini 2,2,190,68,8,,North,Reef,0,0,10,0.63,1,10,0,0,9.48,0,0,10,0.88,1,10,0,0,10,0,0,0,0,0,6,0,0,8.23,0,0,10,0.86,1,10
3/7/2022,16:45,Mini 2,2,180,68,8,,North,Reef,1.18,1,10,0,0,4,0,0,7.96,0,0,10,0,0,8.35,0,0,6.15,0,0,6.86,0,0,5.63,0,0,10,0,0,7.8,0,0,10
3/7/2022,16:45,Mini 2,2,170,68,8,,North,Reef,5.77,1,10,0,0,10,0,0,8.9,0,0,9.89,0,0,8.01,5.11,1,8.5,6.35,2,3.78,3.71,1,8.99,0,0,8,0,0,7.45,0,0,10
3/7/2022,16:45,Mini 2,2,160,68,8,,North,Reef,10.2,1,10,0,0,10,0,0,9.11,0,0,9.7,0,0,9.08,0,0,10,0,0,10,0,0,3.59,2.09,1,10,0,0,10,0,0,9.1
3/7/2022,16:45,Mini 2,2,150,68,8,,North,Reef,0,0,10,0,0,10,0,0,10,0,0,10,4.61,1,10,0,0,4.3,0,0,10,0,0,8.73,0,0,7.05,0,0,3.4,1.32,1,8.23
3/7/2022,16:45,Mini 2,2,140,68,8,,North,Reef,0,0,6.73,0,0,7.14,0,0,8.63,0,0,10,0,0,8.63,1.83,1,10,0,0,6.48,0,0,7.06,0,0,6.45,0,0,6.73,0,0,10
3/7/2022,16:45,Mini 2,2,130,68,8,,North,Reef,0.93,1,10,0,0,10,0,0,8.41,0.18,1,9.24,0,0,10,10.31,1,10,2.46,1,10,0,0,10,0,0,9.05,2.59,1,10,4.01,1,9.8
3/7/2022,16:45,Mini 2,2,120,68,8,,North,Reef,0,0,10,0,0,1.83,0,0,9.66,0,0,8.6,5.26,1,5.51,4.93,1,6.1,0,0,6.88,0,0,8.13,0,0,10,0,0,9.23,0,0,10
3/7/2022,16:45,Mini 2,2,110,68,8,,North,Reef,0,0,10,3.28,1,10,0,0,10,0,0,8.39,0,0,10,7.38,1,10,0,0,10,0,0,7.25,3.33,1,1.25,0,0,10,0,0,10
3/7/2022,16:45,Mini 2,2,100,68,8,,North,Reef,2.9,1,10,0,0,10,0,0,9.12,0,0,7.5,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10
3/7/2022,16:45,Mini 2,2,90,68,8,,North,Reef,1.35,1,9.5,0,0,8.84,0,0,10,0,0,10,0,0,10,1.44,1,10,0,0,10,0,0,10,0,0,7.4,0.84,1,10,0,0,10
3/7/2022,16:45,Mini 2,2,80,68,8,,North,Reef,0,0,10,0,0,7.85,0,0,9.06,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.33,0,0,10,0,0,9.18
3/7/2022,16:45,Mini 2,2,70,68,8,,North,Reef,NA,,,,,,0,0,9.23,0,0,10,0,0,10,3.63,1,10,,,,,,,0,0,10,0,0,8.15,0,0,10
3/7/2022,16:45,Mini 2,2,60,68,8,,North,Reef,NA,,,,,,0,0,9.42,0,0,7.98,,,,,,,,,,,,,,,,0,0,10,0,0,10
3/7/2022,16:45,Mini 2,2,50,68,8,,North,Reef,NA,,,,,,0,0,10,0,0,10,,,,,,,,,,,,,,,,0,0,8.56,0,0,10
3/7/2022,16:45,Mini 2,2,40,68,8,,North,Reef,NA,,,,,,0,0,10,0,0,8.71,,,,,,,,,,,,,,,,0,0,8.68,0,0,9.35
3/7/2022,16:45,Mini 2,2,30,68,8,,North,Reef,NA,,,,,,0,0,10,0,0,9.1,,,,,,,,,,,,,,,,0,0,7.39,0,0,9.01
3/7/2022,16:45,Mini 2,2,20,68,8,,North,Reef,NA,,,,,,2.81,1,10,0,0,10,,,,,,,,,,,,,,,,0,0,10,0,0,10
3/8/2022,7:00,Enterprise ,2,190,69,15,,Northeast,Cooper,2.09,1,9.25,7.76,2,10,0,0,10,0,0,9.23,3.75,1,7.91,2.28,1,3.83,6.36,1,6.75,7.54,1,10,0,0,8.11,0,0,7.81,0,0,10
3/8/2022,7:00,Enterprise ,2,180,69,15,,Northeast,Cooper,4.06,1,10,2.6,1,10,0,0,10,0,0,10,0,0,10,0,0,10,2.66,1,6.73,0,0,8.99,0,0,10,0,0,10,0,0,10
3/8/2022,7:00,Enterprise ,2,170,69,15,,Northeast,Cooper,0,0,10,4.93,1,9.1,6.96,1,10,0,0,9.1,0,0,10,6.28,1,10,2.61,1,1.45,3.35,1,8.46,0,0,10,0,0,10,0,0,10
3/8/2022,7:00,Enterprise ,2,160,69,15,,Northeast,Cooper,0,0,10,0,0,10,0,0,8.58,0,0,10,0,0,10,4.68,1,8.26,2.07,1,8.01,5.74,2,10,0,0,10,5.2,1,6.7,0,0,10
3/8/2022,7:00,Enterprise ,2,150,69,15,,Northeast,Cooper,0,0,8.4,0,0,9.2,0,0,5.8,0,0,8.83,0,0,8.81,11.96,1,3.88,0,0,8.15,2.43,1,10,2.01,1,10,0,0,8.71,0,0,10
3/8/2022,7:00,Enterprise ,2,140,69,15,,Northeast,Cooper,0,0,9.63,3.56,1,8.71,0,0,5.8,0,0,7.99,0,0,10,3.1,1,10,1.58,1,6.46,3.06,1,10,0,0,10,0,0,3.35,0,0,2.45
3/8/2022,7:00,Enterprise ,2,130,69,15,,Northeast,Cooper,0,0,2.68,13.35,3,10,0,0,7.95,0,0,6.88,0,0,10,0,0,10,0,0,10,0,0,9.81,0,0,10,2.23,1,9.08,0,0,9.11
3/8/2022,7:00,Enterprise ,2,120,69,15,,Northeast,Cooper,1.1,1,8.8,0,0,10,0,0,6.96,0,0,6.5,,,,,,,0,0,7.39,0,0,9.05,,,,0.9,1,4.11,0,0,2.79
3/8/2022,7:00,Enterprise ,2,110,69,15,,Northeast,Cooper,0,0,2.2,6.67,1,10,0,0,7.34,0,0,10,,,,5.8,1,,0,0, ,0,0,10,0,0,,0,0,10,0,0,10
3/8/2022,7:00,Enterprise ,2,100,69,15,,Northeast,Cooper,0,0,7.08,0,0,9.23,0,0,8.99,0,0,10,,,,0,0,,0,0,10,0,0,10,0,0,,0,0,10,0,0,10
3/8/2022,7:00,Enterprise ,2,90,69,15,,Northeast,Cooper,4.01,1,10,10,2,10,8.73,1,10,,,,,,,,,,3.01,1,5.73,5.51,1,10,,,,,,,,,
3/8/2022,12:00,Enterprise ,3,190,70,17,,Northeast,Hinson,2.45,1,8.1,0,0,9.36,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.8
3/8/2022,12:00,Enterprise ,3,180,70,17,,Northeast,Hinson,6.25,1,10,6.34,1,10,0,0,10,0,0,7.99,0,0,10,0,0,10,1.2,1,10,7.21,1,10,0,0,10,0,0,10,0,0,10
3/8/2022,12:00,Enterprise ,3,170,70,17,,Northeast,Hinson,2.38,1,10,0,0,10,0,0,4.1,0,0,10,5.05,1,6.73,0,0,9.18,0,0,8.63,0,0,10,0,0,3.08,0,0,7.61,0,0,10
3/8/2022,12:00,Enterprise ,3,160,70,17,,Northeast,Hinson,0.66,1,8.3,0,0,10,0,0,10,1.21,1,10,8.66,2,8,24.76,2,10,0,0,10,0,0,6.96,3.34,2,10,0,0,10,0,0,9.35
3/8/2022,12:00,Enterprise ,3,150,70,17,,Northeast,Hinson,4.5,1,10,0,0,10,0,0,8.48,0,0,10,0,0,10,0,0,10,0,0,8.2,0,0,10,0,0,8.01,0,0,9.31,3.33,1,10
3/8/2022,12:00,Enterprise ,3,140,70,17,,Northeast,Hinson,0,0,10,0,0,8.81,0,0,8.55,3.3,1,9,0,0,8.01,0,0,10,0,0,8.33,0,0,8.7,0,0,9.09,0,0,8.83,0,0,10
3/8/2022,12:00,Enterprise ,3,130,70,17,,Northeast,Hinson,0,0,10,0,0,8.63,10.31,1,10,0,0,10,7.3,1,9.98,0,0,10,0,0,10,0,0,7.87,0,0,10,0,0,10,0,0,9.1
3/8/2022,12:00,Enterprise ,3,120,70,17,,Northeast,Hinson,0,0,10,0,0,9.26,1.8,1,8.15,2.93,1,9.2,0,0,6.45,7.76,1,8.28,0.9,1,10,0,0,10,0,0,0,0,0,0.41,0,0,10
3/8/2022,12:00,Enterprise ,3,110,70,17,,Northeast,Hinson,10.43,2,10,0,0,10,3.15,1,10,0,0,9.12,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.55,0,0,10,6.7,2,10
3/8/2022,12:00,Enterprise ,3,100,70,17,,Northeast,Hinson,0,0,5.89,0,0,8.81,4.38,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,9.1,0,0,10,0,0,10,0,0,10
3/8/2022,12:00,Enterprise ,3,90,70,17,,Northeast,Hinson,0,0,6.64,0,0,6.58,0,0,10,0,0,10,0,0,10,0,0,10,1.98,1,7.16,0,0,10,0,0,10,1.11,1,10,0,0,10
3/8/2022,12:00,Enterprise ,3,80,70,17,,Northeast,Hinson,7.16,1,9.12,5.04,1,10,3.15,1,10,0,0,10,,,,,,,0,0,6.13,0,0,10,0,0,0.36,0,0,9.66,0,0,10
3/8/2022,12:00,Enterprise ,3,70,70,17,,Northeast,Hinson,,,,,,,,,,,,,,,,,,,0,0,10,0,0,7.48,0,0,3.1,4.05,1,10,,,
3/8/2022,12:00,Enterprise ,3,60,70,17,,Northeast,Hinson,,,,,,,,,,,,,,,,,,,0,0,10,0,0,10,0,0,10,0,1,10,,,
3/8/2022,16:30,Mini 2,3,190,70,16,,East,Reef,0,0,9.18,0,0,10,0,0,10,0,0,6.83,0,0,10,14.71,1,0,0,0,10,0,0,10,0,0,10,3.3,1,10,0,0,10
3/8/2022,16:30,Mini 2,3,180,70,16,,East,Reef,0,0,10,0,0,9.28,0,0,10,0,0,10,0,0,8.81,0,0,6.93,3.2,1,8.78,0,0,10,0,0,10,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,170,70,16,,East,Reef,0,0,8.93,0,0,10,0,0,7.75,0,0,10,3.41,1,8.84,0,0,10,3.21,1,10,0,0,7.63,0,0,8.99,0,0,10,0,0,7.58
3/8/2022,16:30,Mini 2,3,160,70,16,,East,Reef,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,1.3,1,10,0,0,10
3/8/2022,16:30,Mini 2,3,150,70,16,,East,Reef,0,0,10,0,0,10,4.28,1,8.55,1.23,1,10,0,0,9.9,0,0,10,0,0,4.21,0,0,8.93,0,0,7.86,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,140,70,16,,East,Reef,0,0,10,0,0,10,1.21,1,7,2.85,1,8.71,1.93,1,10,0,0,10,8.05,1,9.13,7.34,1,10,0,0,9.93,0,0,9.66,0,0,8.55
3/8/2022,16:30,Mini 2,3,130,70,16,,East,Reef,0,0,10,0,0,10,0,0,10,0,0,0,0,0,9.13,0,0,7.69,0,0,10,6.65,1,10,0,0,10,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,120,70,16,,East,Reef,1.31,1,10,0,0,10,2.9,1,10,0,0,6.67,0,0,8.81,0,0,10,0,0,9.11,0,0,10,0,0,10,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,110,70,16,,East,Reef,0,0,10,0,0,9.7,0,0,8.98,0,0,10,0,0,9.74,0,0,10,3.54,1,10,3.99,1,10,0,0,10,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,100,70,16,,East,Reef,0,0,8.75,0,0,9.06,0,0,10,2.63,1,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8.91,0,0,5.36,0,0,10
3/8/2022,16:30,Mini 2,3,90,70,16,,East,Reef,1.73,1,7.33,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0, ,,0,0,9.53,0,0,10,0,0,10,0,0,10
3/8/2022,16:30,Mini 2,3,80,70,16,,East,Reef,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,70,70,16,,East,Reef,0,0,10,0,0,10,1.28,1,3.68,0,0,6.63,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,60,70,16,,East,Reef,0,0,10,1.66,1,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,50,70,16,,East,Reef,0,0,10,2.3,1,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,40,70,16,,East,Reef,0,0,6.41,0,0,7.8,0,0,10,0,0,7.53,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,30,70,16,,East,Reef,1.47,1,10,0,0,10,4.21,1,10,0,0,7.59,,,,,,,,,,,,,,,,,,,,,
3/8/2022,16:30,Mini 2,3,20,70,16,,East,Reef,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,200,70,11,,East,Caliban ,0,0,10,0,0,10,0,0,9.8,3.88,1,10,0,0,10,,0,8.05,0,0,10,0,0,10,0,0,2.71,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,190,70,11,,East,Caliban,0,0,10,0,0,6.68,2.23,1,9.06,1.86,1,9.2,2.61,1,10,5.59,2,10,0,0,6.98,0,0,7.4,2.7,1,4.08,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,180,70,11,,East,Caliban,0,0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,7.4,0,0,10,0,0,10,0,0,10,3.98,1,8.9,0,0,10
3/8/2022,17:30,Mini 2,4,170,70,11,,East,Caliban,0,0,10,0,0,10,0,0,8.42,4.78,1,9.69,1.93,1,6.31,0,0,8.1,0,0,4.21,10.41,2,3.01,13.41,1,8.99,0,0,8.6,0,0,10
3/8/2022,17:30,Mini 2,4,160,70,11,,East,Caliban,0,0,10,1.56,1,10,0,0,10,0,0,10,2.6,1,10,5.15,1,9.1,0,0,8.41,3.7,1,7.3,1.68,1,10,4.48,1,7.73,0,0,10
3/8/2022,17:30,Mini 2,4,150,70,11,,East,Caliban,0,0,10,0,0,10,0,0,6.96,1.45,1,9.8,7.36,1,10,7.36,1,10,0,0,9.5,0,0,10,0,0,8.23,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,140,70,11,,East,Caliban,0,0,10,1.3,1,10,0,0,8.23,0,0,8.8,0,0,9.6,0,0,9.45,2.51,1,9.75,5.4,1,4.86,0,0,9.65,0,0,10,0,0,0
3/8/2022,17:30,Mini 2,4,130,70,11,,East,Caliban,8.83,2,7.3,0,0,1.18,0,0,10,0,0,10,0,0,7.16,0,0,7.19,0,0,0.95,0,0,0,0,0,10,0,0,10,0,0,0
3/8/2022,17:30,Mini 2,4,120,70,11,,East,Caliban,0,0,7.03,1.1,1,0,0,0,9.33,0.55,1,9.46,0,0,10,0,0,7.43,0,0,0,0,0,0,0,0,7.63,0,0,10,0,0,8.03
3/8/2022,17:30,Mini 2,4,110,70,11,,East,Caliban,0,0,7.57,0,0,7.13,0,0,10,0,0,10,0,0,8.8,0,0,8.43,0,0,0,0,0,0,0,0,7.3,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,100,70,11,,East,Caliban,0,0,10,0,0,10,0.81,1,9.23,0,0,8.31,0,0,10,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,90,70,11,,East,Caliban,0,0,10,0,0,10,0,0,9.52,0,0,8.08,0,0,10,0,0,10,,,,,,,0,0,10,0,0,10,0,0,10
3/8/2022,17:30,Mini 2,4,80,70,11,,East,Caliban,6.03,1,10,0,0,10,0,0,8.18,0,0,9.35,,,,,,,,,,,,,0,0,10,,,,,,
3/8/2022,17:30,Mini 2,4,70,70,11,,East,Caliban,4.13,1,10,4.02,1,10,0,0,9.56,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,60,70,11,,East,Caliban,0,0,10,0,0,9.1,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,50,70,11,,East,Caliban,0,0,8.86,7.03,2,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,40,70,11,,East,Caliban,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,30,70,11,,East,Caliban,0,0,10,0,0,10,0,0,10,0,0,10,,,,,,,,,,,,,,,,,,,,,
3/8/2022,17:30,Mini 2,4,20,70,11,,East,Caliban,3.81,1,10,0,0,8.01,0,0,10,3.98,2,10,,,,,,,,,,,,,,,,,,,,,
3/9/2022,7:00,Inspire,1,300,69,10,1,North,Bailey ,5.95,1,10,3.34,1,8.83,2.3,1,6.93,0,1,5.16,2.13,2,8.7,0.9,1,8.55,0,0,10,0,0,10,2.15,1,10,0,0,10,0,0,10
3/9/2022,7:00,Inspire,1,290,69,10,1,North,Bailey ,8.68,4,5.28,2,2,9.44,2.6,3,6.73,3.85,2,6.71,2.04,2,8.15,1.6,2,6.59,5.16,3,8.19,4.63,2,10,9.03,4,9.2,2.06,2,7.53,0,0,7.83
3/9/2022,7:00,Inspire,1,280,69,10,1,North,Bailey ,0,0,10,0,0,10,0,0,6.14,0,0,10,4.47,2,8.1,0,0,8.45,10.55,3,7.63,6.27,1,10,6.7,4,9.43,7.69,2,10,0,0,8.56
3/9/2022,7:00,Inspire,1,270,69,10,1,North,Bailey ,2.86,3,8.1,6.88,2,9.9,2.64,2,8.37,1.93,2,10,3.19,2,8.81,2.65,2,9.1,10.09,2,10,10.26,2,10,2.99,2,8.5,15.57,3,10,0,0,9.89
3/9/2022,7:00,Inspire,1,260,69,10,1,North,Bailey ,3.81,4,8.95,2.85,2,9.37,0,0,8.1,3.27,1,8.44,0.9,1,10,0.86,1,10,9.01,2,10,12.69,2,10,1.54,2,7.71,7.8,1,10,0,0,8.01
3/9/2022,7:00,Inspire,1,250,69,10,1,North,Bailey ,6.49,3,9.15,20.99,2,9.2,5.3,2,10,2.18,2,8.08,2.56,2,10,1.33,1,10,9.83,2,10,8.23,1,10,1.4,1,9.3,10.5,3,10,3.9,1,8.9
3/9/2022,7:00,Inspire,1,240,69,10,1,North,Bailey ,0,0,7.58,0,0,7.78,0,0,10,0,0,10,3.06,2,8.53,3.14,2,8.7,6.23,1,10,11.42,2,10,2.29,2,8.21,6.76,1,10,5.88,2,8.99
3/9/2022,7:00,Inspire,1,230,69,10,1,North,Bailey ,4.05,2,8.25,8.45,2,8.3,1.08,1,9.01,2.76,2,9.8,2.76,2,10,3.35,3,10,4.34,1,10,5.11,1,10,0,0,10,5.43,1,10,1.04,1,8.83
3/9/2022,7:00,Inspire,1,220,69,10,1,North,Bailey ,6.71,3,10,8.7,4,10,0.48,1,9.21,1.18,1,9.35,2.12,2,8.43,5.03,1,9.22,4.47,2,9.52,4.45,3,10,16.45,3,10,10.46,3,9.81,10.14,1,8.25
3/9/2022,7:00,Inspire,1,210,69,10,1,North,Bailey ,14.1,3,8.95,10.78,3,8.91,6.91,2,10,9.28,3,7.46,0,0,10,4.01,2,8.63,0,0,8.28,12.16,1,9.7,8.03,2,10,9.28,1,8.26,5.81,1,8.79
3/9/2022,7:00,Inspire,1,200,69,10,1,North,Bailey ,21.11,1,10,18.15,3,10,3.11,1,9,3.78,1,8.86,15,1,10,0,0,10,6.59,1,9.03,6.48,2,7.6,17.41,4,7.86,12.66,2,10,0,0,10
3/9/2022,7:00,Inspire,1,190,69,10,1,North,Bailey ,17.56,2,10,14.63,1,10,1.65,1,10,4.43,2,10,13.9,1,8.98,4.15,1,10,0,0,10,0,0,8.1,11.21,2,10,0,0,9.1,0,0,6.63
3/9/2022,7:00,Inspire,1,180,69,10,1,North,Bailey ,11.63,4,10,14.33,2,7.71,0.98,1,10,4.85,2,10,22.26,2,7.9,5.1,2,8.41,0,0,9.36,3.43,1,10,11.53,2,10,0,0,8.63,0,0,8.6
3/9/2022,7:00,Inspire,1,170,69,10,1,North,Bailey ,7.81,3,8.97,10.11,2,9.76,10.31,2,7.51,11.71,2,9.81,12.06,1,10,2.58,1,10,,,,,,,9.89,1,9.16,,,,1.4,1,8.9
3/9/2022,7:00,Inspire,1,160,69,10,1,North,Bailey ,16.61,3,8.7,5.2,2,10,14.95,6,8.21,19.11,5,9.2,10.58,1,10,2.23,1,10,,,,,,,18.28,1,10,,,,184,1,8.53
3/9/2022,7:00,Inspire,1,150,69,10,1,North,Bailey ,10.53,4,10,9.46,2,8.73,8.45,1,10,13.81,2,10,12.5,1,10,0,0,9.31,,,,,,,15.32,2,9.15,,,,2.12,1,10
3/9/2022,7:00,Inspire,1,140,69,10,1,North,Bailey ,18.15,2,9.36,0,0,10,1.88,1,10,15.4,2,10,4.98,1,9.1,0,0,9.08,,,,,,,11.61,1,10,,,,2.48,1,9.23
3/9/2022,7:00,Inspire,1,130,69,10,1,North,Bailey ,20.9,2,10,19.16,3,8.71,8.5,1,9.4,8.86,3,8.95,2.25,1,10,0,0,10,,,,,,,6.63,1,10,,,,0,0,10
3/9/2022,7:00,Inspire,1,120,69,10,1,North,Bailey ,11.86,3,10,5.5,2,9.51,2.65,3,8.55,5.91,3,9.08,2.34,1,10,0,0,10,,,,,,,0,0,10,,,,0,0,10
3/9/2022,7:00,Inspire,1,110,69,10,1,North,Bailey ,16.9,3,8.48,10.21,1,8.3,2.25,2,8.51,11.05,4,8.6,,,,,,,,,,,,,,,,,,,,,
